ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
61013,8,2) $100 - $200,104.79,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0024
61014,2,5) $500 - $750,644.66,1,1,Urban,1,Multichannel,Mens E-Mail,5,1,0.7695
61015,4,1) $0 - $100,98.5,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.2079
61016,6,4) $350 - $500,353.69,1,1,Urban,0,Web,Mens E-Mail,5,1,0.6076
61017,3,2) $100 - $200,163.25,0,1,Surburban,0,Web,No E-Mail,5,0,0.1441
61018,1,2) $100 - $200,105.11,0,1,Rural,0,Web,Womens E-Mail,1,1,0.6915
61019,6,2) $100 - $200,197.04,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.2099
61020,3,4) $350 - $500,359.29,0,1,Surburban,0,Phone,Mens E-Mail,3,1,0.7981
61021,1,3) $200 - $350,264.45,0,1,Surburban,0,Multichannel,Mens E-Mail,3,1,0.8219
61022,2,4) $350 - $500,361.9,0,1,Urban,1,Web,No E-Mail,5,0,0.3898
61023,3,1) $0 - $100,80.56,1,0,Surburban,0,Web,No E-Mail,6,0,0.0146
61024,11,2) $100 - $200,178.16,0,1,Surburban,0,Phone,No E-Mail,5,0,0.004
61025,12,1) $0 - $100,68.25,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0021
61026,7,2) $100 - $200,103.34,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0411
61027,9,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.0356
61028,8,5) $500 - $750,674.71,1,0,Urban,1,Phone,No E-Mail,6,0,0.0027
61029,1,"7) $1,000 +",1172.27,1,0,Surburban,1,Multichannel,Mens E-Mail,2,1,1
61030,6,1) $0 - $100,83.71,1,0,Urban,0,Web,Mens E-Mail,2,0,0.1407
61031,2,3) $200 - $350,309.05,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.0291
61032,3,3) $200 - $350,309.67,1,0,Urban,0,Web,Mens E-Mail,2,1,0.5528
61033,9,3) $200 - $350,296.23,1,0,Urban,0,Web,No E-Mail,6,0,0.0033
61034,11,1) $0 - $100,76.56,1,0,Urban,0,Web,No E-Mail,6,0,0.0006
61035,3,1) $0 - $100,45.86,1,0,Urban,1,Web,No E-Mail,6,0,0.0062
61036,8,1) $0 - $100,30.07,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0327
61037,2,5) $500 - $750,661.16,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.7623
61038,12,2) $100 - $200,148.97,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0099
61039,3,2) $100 - $200,131.61,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.176
61040,2,"7) $1,000 +",1501.34,0,1,Surburban,1,Web,No E-Mail,5,1,1
61041,5,2) $100 - $200,143.33,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0909
61042,3,2) $100 - $200,141.9,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0227
61043,8,5) $500 - $750,550.05,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.1101
61044,5,2) $100 - $200,102.97,1,0,Urban,0,Phone,No E-Mail,6,0,0.0028
61045,1,"7) $1,000 +",1018.3,1,0,Surburban,1,Multichannel,Womens E-Mail,4,1,0.9999
61046,1,3) $200 - $350,302.45,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.156
61047,1,2) $100 - $200,160.94,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.2235
61048,5,2) $100 - $200,114.81,0,1,Urban,1,Web,No E-Mail,5,0,0.0223
61049,11,3) $200 - $350,250.22,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0222
61050,10,5) $500 - $750,531.37,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0209
61051,12,2) $100 - $200,164.82,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0016
61052,5,5) $500 - $750,608.53,1,1,Surburban,1,Web,Womens E-Mail,5,0,0.2554
61053,5,1) $0 - $100,67.62,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0418
61054,1,1) $0 - $100,53.87,0,1,Urban,0,Phone,No E-Mail,5,0,0.1243
61055,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0041
61056,6,2) $100 - $200,177.84,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.1579
61057,3,"6) $750 - $1,000",931.72,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.9966
61058,8,2) $100 - $200,169.36,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0015
61059,9,2) $100 - $200,129.61,0,1,Rural,1,Web,No E-Mail,5,0,0.019
61060,11,1) $0 - $100,60.87,1,0,Urban,0,Web,No E-Mail,6,0,0.0006
61061,1,4) $350 - $500,399.28,1,0,Surburban,0,Multichannel,Mens E-Mail,2,1,0.907
61062,7,2) $100 - $200,108.36,1,0,Surburban,1,Web,No E-Mail,6,0,0.0012
61063,3,4) $350 - $500,469.81,0,1,Surburban,0,Multichannel,No E-Mail,5,1,0.7236
61064,11,3) $200 - $350,237.38,1,1,Surburban,1,Phone,Womens E-Mail,5,0,0.0099
61065,12,3) $200 - $350,239.61,0,1,Urban,1,Web,No E-Mail,5,0,0.0079
61066,1,3) $200 - $350,222.8,1,1,Urban,0,Web,Womens E-Mail,5,1,0.5641
61067,8,1) $0 - $100,63.72,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.0521
61068,4,3) $200 - $350,289.46,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.347
61069,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.0464
61070,10,3) $200 - $350,258.73,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0032
61071,6,1) $0 - $100,99.5,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.1032
61072,7,2) $100 - $200,107.54,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0674
61073,1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.3269
61074,4,5) $500 - $750,688.75,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.1135
61075,11,2) $100 - $200,149.79,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0132
61076,5,3) $200 - $350,332.71,0,1,Urban,1,Phone,No E-Mail,5,0,0.0347
61077,11,1) $0 - $100,43.02,0,1,Rural,1,Phone,No E-Mail,5,0,0.0051
61078,6,1) $0 - $100,78.27,0,1,Urban,0,Web,Mens E-Mail,3,0,0.2096
61079,1,"6) $750 - $1,000",972.3,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.9969
61080,10,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0014
61081,6,4) $350 - $500,365.91,0,1,Urban,0,Web,Womens E-Mail,1,1,0.5933
61082,3,5) $500 - $750,632.91,0,1,Urban,1,Web,Mens E-Mail,3,1,0.6833
61083,1,1) $0 - $100,74.39,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.4113
61084,1,1) $0 - $100,45.57,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.301
61085,11,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0013
61086,3,2) $100 - $200,137.59,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.115
61087,1,5) $500 - $750,523.99,0,1,Surburban,1,Multichannel,No E-Mail,5,0,0.4682
61088,5,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.1063
61089,3,3) $200 - $350,260.66,0,1,Urban,0,Multichannel,Mens E-Mail,3,1,0.7702
61090,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0115
61091,6,4) $350 - $500,395.03,0,1,Urban,0,Web,No E-Mail,5,0,0.3032
61092,12,2) $100 - $200,130.84,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.023
61093,2,5) $500 - $750,500.35,1,1,Urban,1,Web,Womens E-Mail,5,0,0.4994
61094,8,3) $200 - $350,258.4,1,0,Urban,0,Phone,No E-Mail,6,0,0.0022
61095,12,1) $0 - $100,57.59,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0063
61096,9,2) $100 - $200,154.22,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0052
61097,10,1) $0 - $100,58.76,0,1,Urban,1,Web,No E-Mail,5,0,0.0067
61098,1,"6) $750 - $1,000",938.37,1,1,Surburban,1,Phone,Womens E-Mail,5,1,0.9932
61099,1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.3011
61100,4,1) $0 - $100,31.62,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0065
61101,5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0048
61102,5,1) $0 - $100,57.31,0,1,Urban,0,Web,Womens E-Mail,1,0,0.1605
61103,5,3) $200 - $350,211.52,1,1,Surburban,0,Web,Mens E-Mail,5,0,0.3202
61104,3,2) $100 - $200,158.09,0,1,Rural,0,Web,Mens E-Mail,3,1,0.7019
61105,8,4) $350 - $500,380.12,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.2983
61106,9,4) $350 - $500,489.09,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.4285
61107,1,"6) $750 - $1,000",832.86,1,0,Urban,1,Web,Womens E-Mail,4,1,0.9592
61108,4,4) $350 - $500,362.25,0,1,Surburban,0,Multichannel,Mens E-Mail,3,1,0.8309
61109,2,3) $200 - $350,289.43,1,1,Rural,0,Web,Mens E-Mail,5,1,0.8337
61110,10,1) $0 - $100,43.55,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.0777
61111,8,3) $200 - $350,230.37,0,1,Urban,1,Web,No E-Mail,5,0,0.0174
61112,2,1) $0 - $100,33.24,0,1,Urban,0,Phone,No E-Mail,5,0,0.1065
61113,9,2) $100 - $200,191.88,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0042
61114,9,5) $500 - $750,607.26,1,1,Urban,1,Web,Womens E-Mail,5,0,0.0893
61115,2,2) $100 - $200,148.34,1,0,Rural,0,Web,Mens E-Mail,2,1,0.6225
61116,11,5) $500 - $750,516.81,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0047
61117,9,1) $0 - $100,99.06,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0327
61118,3,5) $500 - $750,513.15,1,1,Surburban,1,Phone,Mens E-Mail,5,0,0.4565
61119,6,2) $100 - $200,191.76,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0407
61120,10,2) $100 - $200,187.81,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.028
61121,10,1) $0 - $100,99.44,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0454
61122,10,3) $200 - $350,270.2,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.099
61123,1,4) $350 - $500,388.27,0,1,Surburban,0,Phone,No E-Mail,5,1,0.5323
61124,1,4) $350 - $500,415.67,0,1,Urban,0,Web,No E-Mail,5,1,0.6537
61125,11,1) $0 - $100,43.72,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0061
61126,9,1) $0 - $100,95.84,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0235
61127,1,5) $500 - $750,548.07,0,1,Urban,1,Phone,Mens E-Mail,3,1,0.6083
61128,5,1) $0 - $100,99.82,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.2144
61129,7,4) $350 - $500,438.46,0,1,Urban,0,Web,Mens E-Mail,3,1,0.5877
61130,2,1) $0 - $100,79.11,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0165
61131,10,2) $100 - $200,193.5,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0121
61132,7,5) $500 - $750,520.13,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.0425
61133,9,1) $0 - $100,39.24,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0329
61134,5,1) $0 - $100,67.71,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0662
61135,2,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.488
61136,2,2) $100 - $200,135.56,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0257
61137,4,5) $500 - $750,636.04,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.9222
61138,8,3) $200 - $350,224.82,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0367
61139,6,1) $0 - $100,62.8,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.1039
61140,3,5) $500 - $750,672.24,0,1,Rural,1,Web,Womens E-Mail,1,1,0.8287
61141,3,"7) $1,000 +",1273.41,1,1,Urban,1,Phone,No E-Mail,11,1,1
61142,5,4) $350 - $500,413.44,0,1,Surburban,0,Phone,Mens E-Mail,3,1,0.5765
61143,3,3) $200 - $350,246.55,0,1,Urban,1,Multichannel,No E-Mail,5,0,0.2263
61144,3,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.0062
61145,10,2) $100 - $200,173.51,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0139
61146,7,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.003
61147,9,3) $200 - $350,232.49,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.0089
61148,7,1) $0 - $100,33.04,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0677
61149,5,2) $100 - $200,153.23,0,1,Rural,1,Web,No E-Mail,5,0,0.0629
61150,9,"7) $1,000 +",1115.36,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.9999
61151,1,"6) $750 - $1,000",915.45,1,0,Surburban,1,Web,Womens E-Mail,4,1,0.9673
61152,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0145
61153,12,3) $200 - $350,226.39,1,0,Urban,0,Web,Womens E-Mail,4,0,0.006
61154,2,1) $0 - $100,51.02,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0605
61155,2,3) $200 - $350,334.05,0,1,Urban,1,Phone,No E-Mail,5,0,0.112
61156,10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0004
61157,10,1) $0 - $100,83.86,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0032
61158,6,3) $200 - $350,288.12,1,1,Urban,0,Web,Womens E-Mail,5,0,0.2418
61159,1,5) $500 - $750,650.18,0,1,Urban,1,Multichannel,No E-Mail,5,1,0.5196
61160,7,1) $0 - $100,81.85,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0049
61161,9,3) $200 - $350,331.02,1,1,Urban,0,Web,No E-Mail,11,1,0.5764
61162,1,2) $100 - $200,117.45,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0435
61163,1,3) $200 - $350,282.64,0,1,Urban,1,Web,No E-Mail,5,0,0.1898
61164,1,1) $0 - $100,89.38,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0196
61165,1,3) $200 - $350,261.86,0,1,Surburban,1,Web,Mens E-Mail,3,1,0.5314
61166,3,2) $100 - $200,191.14,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0233
61167,9,1) $0 - $100,39.62,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0204
61168,11,3) $200 - $350,238.36,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0031
61169,1,1) $0 - $100,81.48,0,1,Surburban,0,Phone,No E-Mail,5,0,0.1258
61170,3,"7) $1,000 +",1064.2,1,1,Surburban,1,Multichannel,Mens E-Mail,5,1,1
61171,5,2) $100 - $200,166.33,1,0,Urban,0,Web,No E-Mail,6,0,0.0046
61172,7,5) $500 - $750,600.18,0,1,Surburban,1,Web,No E-Mail,5,0,0.08
61173,2,1) $0 - $100,81.9,0,1,Urban,0,Phone,No E-Mail,5,0,0.1067
61174,10,4) $350 - $500,375.7,1,0,Urban,0,Phone,No E-Mail,6,0,0.0064
61175,9,1) $0 - $100,85.35,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.033
61176,9,1) $0 - $100,63.47,1,0,Urban,1,Web,No E-Mail,6,0,0.0006
61177,1,3) $200 - $350,288.8,1,0,Surburban,1,Multichannel,No E-Mail,6,0,0.0344
61178,4,5) $500 - $750,542.69,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.5034
61179,10,3) $200 - $350,223.65,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0436
