,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode
89879,4.375,256000,79,27,770,0
89880,4.5,122000,94,29,762,0
89881,3.875,238000,76,12,744,0
89882,4.25,142000,80,44,776,0
89883,4.375,170000,68,25,752,0
89884,4.0,102000,89,22,668,0
89885,4.375,284000,74,31,732,0
89886,4.375,90000,60,35,722,0
89888,4.375,505000,59,33,791,0
89889,4.5,197000,80,43,715,0
89890,4.25,395000,63,46,776,0
89891,3.875,145000,80,24,756,0
89892,4.0,278000,75,30,724,0
89893,3.875,416000,64,49,804,0
89894,4.375,116000,78,44,783,0
89895,3.875,350000,50,43,680,0
89896,5.75,123000,75,20,644,0
89897,4.375,510000,56,14,790,0
89898,4.25,390000,63,9,707,0
89899,4.375,126000,55,15,650,0
89900,4.125,50000,19,11,784,0
89901,4.375,247000,71,49,786,0
89902,4.5,155000,80,41,729,1
89903,4.5,228000,70,40,802,0
89904,5.125,36000,80,42,740,1
89905,4.875,120000,37,50,634,0
89906,4.25,100000,80,45,734,1
89907,4.5,155000,56,22,763,0
89908,4.125,76000,95,32,761,0
89909,3.875,143000,74,35,779,0
89910,3.875,218000,55,41,780,0
89911,4.25,176000,64,40,746,0
89912,4.875,270000,70,24,641,0
89913,4.375,409000,67,32,755,0
89914,4.25,109000,84,32,792,1
89915,4.375,96000,64,32,687,0
89916,4.375,287000,73,44,754,0
89917,4.375,349000,80,44,745,0
89918,5.5,130000,80,44,662,0
89919,4.875,280000,64,45,644,0
89920,4.48,260000,80,34,748,0
89921,4.125,70000,54,42,711,0
89922,4.375,79000,56,22,747,0
89923,4.125,156000,80,16,783,0
89924,4.25,196000,80,44,715,0
89925,3.875,410000,75,44,721,0
89926,4.25,129000,80,36,758,0
89927,3.875,78000,50,33,696,0
89928,4.2,86000,65,23,805,0
89929,4.25,128000,80,22,774,0
89930,4.0,169000,74,39,761,1
89931,4.0,180000,80,40,791,0
89932,4.776,120000,80,35,746,0
89933,4.0,251000,56,49,751,0
89934,3.875,382000,95,38,776,0
89935,4.125,150000,38,25,777,0
89936,4.375,402000,77,42,781,0
89937,4.49,212000,80,21,684,0
89938,4.25,120000,80,43,685,0
89939,4.5,157000,79,35,740,0
89940,4.375,312000,66,39,723,0
89941,4.375,417000,62,29,795,0
89942,4.375,295000,44,21,770,0
89943,4.625,350000,70,43,688,0
89944,4.375,247000,80,44,700,0
89945,4.125,85000,53,38,813,0
89946,4.5,121000,79,43,649,0
89947,4.75,116000,70,32,620,0
89948,4.125,252000,80,34,709,0
89949,3.875,384000,65,23,793,0
89950,4.5,252000,80,32,698,1
89951,4.5,78000,80,41,713,0
89952,4.375,616000,69,33,752,0
89953,4.5,326000,75,45,693,1
89954,4.0,192000,73,29,800,0
89955,4.625,246000,80,35,668,0
89956,4.25,393000,70,17,705,0
89957,4.5,130000,49,31,732,0
89958,4.5,288000,85,35,778,1
89959,4.375,180000,80,45,709,0
89960,4.125,135000,77,38,722,0
89961,5.5,142000,80,43,656,1
89962,4.25,112000,80,40,704,0
89963,4.25,198000,37,46,698,0
89964,4.0,400000,79,40,781,0
89965,4.375,242000,95,37,793,0
89966,4.375,450000,65,36,783,0
89967,4.375,104000,39,24,674,0
89968,4.125,342000,95,44,723,0
89969,4.0,414000,69,40,776,0
89970,4.5,95000,58,42,630,0
89971,4.125,90000,80,32,717,0
89972,3.875,215000,67,21,762,0
89973,4.5,134000,68,16,651,0
89974,4.375,189000,68,41,771,0
89975,4.75,261000,60,43,687,0
89976,3.875,404000,58,45,758,0
89977,4.375,253000,80,41,777,0
89978,5.0,104000,80,42,629,0
89979,4.125,168000,80,31,786,0
89980,4.75,417000,40,29,682,0
89981,4.25,342000,90,30,718,0
89982,4.5,293000,80,25,703,0
89983,4.5,66000,80,38,683,0
89984,4.625,181000,85,40,768,1
89985,3.875,126000,80,38,749,1
89986,3.875,224000,78,26,803,0
89987,4.5,102000,70,21,675,0
89988,4.625,417000,79,25,754,0
89989,4.125,417000,88,37,801,0
89990,4.25,280000,62,43,739,0
89991,4.0,148000,54,20,706,0
89992,4.5,294000,80,23,699,0
89993,4.5,260000,80,44,702,0
89994,4.75,302000,79,44,687,0
89995,4.25,176000,80,44,740,0
89996,4.0,72000,26,30,653,0
89997,4.375,176000,74,40,767,0
89998,4.45,114000,80,34,817,1
89999,4.25,45000,53,30,726,0
90000,4.5,415000,64,24,790,0
90001,4.125,78000,52,33,711,0
90002,4.1,118000,83,37,745,0
90003,4.75,79000,69,43,658,0
90004,4.0,305000,76,24,788,0
90005,3.875,80000,50,35,724,0
90006,4.0,109000,69,28,794,0
90007,4.5,348000,80,32,704,0
90008,3.99,261000,18,13,795,0
90009,4.375,147000,84,40,713,0
90010,3.875,233000,59,40,801,0
90011,4.625,270000,94,33,708,0
90012,4.375,187000,63,43,698,0
90013,4.125,228000,93,32,774,0
90014,4.625,215000,72,42,666,0
90015,4.375,245000,69,38,786,0
90016,4.5,350000,65,32,678,0
90017,5.375,311000,75,39,696,0
90018,4.125,570000,66,39,742,0
90019,4.25,103000,85,21,809,0
90020,4.0,250000,72,26,763,0
90021,3.875,300000,58,32,786,0
90022,3.875,212000,57,34,790,0
90023,5.375,60000,75,22,752,0
90024,4.25,125000,53,37,796,0
90025,4.625,366000,79,43,694,0
90026,4.0,417000,45,27,792,0
90027,4.375,411000,31,20,795,0
90028,4.125,120000,45,33,757,0
90029,4.25,222000,56,36,782,0
90030,4.0,315000,60,43,722,0
90031,4.625,200000,80,42,706,0
90032,4.375,126000,73,42,736,1
90033,4.125,425000,68,33,743,0
90034,4.94,119000,78,37,676,1
90035,4.99,59000,77,44,742,0
90036,4.375,350000,50,41,760,0
90037,4.2,67000,79,20,742,0
90038,3.875,257000,76,26,735,0
90039,4.375,373000,58,24,695,0
90040,4.375,404000,80,38,779,0
90041,4.5,178000,62,34,718,0
90042,4.875,54000,28,38,738,0
90043,4.25,594000,63,39,793,0
90044,4.625,304000,95,16,791,0
90045,4.375,234000,72,4,746,0
90046,4.0,143000,49,20,808,0
90047,3.99,415000,54,28,724,0
90048,4.25,195000,78,33,737,0
90049,4.375,510000,75,44,699,0
90050,4.45,122000,52,25,695,0
90051,4.5,110000,37,36,765,0
90052,4.375,550000,80,22,730,0
90053,4.375,120000,70,45,718,0
90054,3.875,150000,69,38,811,0
90055,4.125,417000,51,43,794,0
90056,4.0,420000,53,35,789,0
90057,4.25,197000,59,20,708,0
90058,4.5,236000,75,45,722,0
90059,4.375,54000,80,24,707,1
90060,4.25,438000,73,48,809,0
90061,4.25,171000,82,38,786,0
90062,4.375,95000,58,23,813,0
90063,4.125,260000,80,21,807,0
90064,4.75,96000,74,33,698,1
90065,4.25,328000,95,26,745,0
90066,4.375,132000,92,27,709,0
90067,4.0,413000,55,30,780,0
90069,4.25,80000,44,38,668,0
90070,3.75,265000,59,44,677,1
90071,4.25,391000,31,34,720,0
90072,4.5,163000,86,27,789,0
90073,4.5,176000,86,23,717,0
90074,4.125,123000,90,44,709,0
90075,4.375,199000,79,26,742,0
90076,4.375,173000,70,43,667,0
90077,4.5,266000,75,26,672,0
90078,3.99,370000,58,46,790,0
90079,4.375,73000,55,28,753,0
90080,3.875,195000,64,17,780,0
90081,4.75,244000,80,37,668,0
90082,4.375,211000,77,41,750,0
90083,3.875,230000,42,29,795,0
90084,4.125,74000,83,30,785,1
90085,4.5,202000,74,38,741,0
90086,4.25,75000,63,22,715,0
90087,3.875,102000,80,21,750,0
90088,4.5,203000,85,44,794,1
90089,4.5,261000,64,43,657,0
90090,4.125,198000,80,42,755,0
90091,4.345,417000,52,43,637,0
90092,4.625,220000,80,32,732,0
90093,3.99,258000,75,31,751,0
90094,4.0,511000,38,14,754,0
90095,3.75,145000,64,11,766,0
90096,4.25,530000,67,30,789,0
90097,4.625,66000,87,40,781,1
90098,4.25,310000,49,28,704,0
90099,4.125,488000,52,35,696,0
90100,4.0,185000,72,46,793,0
90101,4.99,112000,80,42,714,0
90102,4.125,300000,74,42,723,0
90103,4.0,244000,79,25,778,0
90104,4.0,125000,48,37,674,0
90105,4.375,403000,50,34,705,0
90106,4.0,84000,80,21,814,0
90107,4.0,201000,72,43,759,0
90108,4.25,330000,75,17,761,0
90109,4.25,159000,85,34,774,0
90110,4.25,114000,26,26,713,0
90111,4.125,259000,85,43,733,0
90112,4.0,174000,72,29,793,0
90113,4.25,285000,77,35,752,0
90114,4.0,169000,70,45,769,0
90115,4.125,312000,60,40,813,0
90116,4.25,400000,75,41,792,0
90117,3.875,201000,70,45,702,1
90118,4.5,274000,80,37,749,0
90119,4.125,154000,69,38,806,0
90120,4.875,42000,28,33,776,0
90121,4.125,85000,48,23,647,0
90122,4.875,337000,90,38,740,0
90123,4.375,144000,80,44,761,0
90124,5.375,417000,65,10,687,0
90125,4.25,95000,12,31,766,0
90126,4.75,156000,80,35,741,0
90127,4.625,179000,79,45,735,0
90128,4.125,297000,60,41,804,0
90129,4.625,105000,51,19,713,1
90130,4.875,96000,80,41,749,0
90131,4.375,585000,42,36,777,0
90132,3.99,76000,57,15,687,0
90133,3.875,295000,48,18,746,0
90134,4.125,403000,61,30,802,0
90135,4.0,65000,52,20,674,0
90136,4.0,130000,61,40,779,0
90137,4.375,381000,77,28,752,0
90138,4.125,87000,37,37,714,0
90139,4.99,195000,95,42,705,0
90140,4.0,285000,58,33,779,0
90141,4.25,114000,80,21,754,0
90142,4.5,218000,89,43,754,0
90143,4.5,333000,45,44,796,0
90144,4.5,153000,86,20,698,0
90145,4.125,100000,46,19,661,0
90146,4.875,220000,80,37,733,0
90147,4.375,267000,64,27,815,0
90148,4.375,405000,57,33,793,0
90149,3.875,306000,62,28,795,0
90150,3.875,170000,67,8,775,0
90151,4.25,536000,72,37,730,0
90152,4.5,133000,79,18,723,1
90153,4.125,275000,43,34,786,0
90154,4.375,141000,80,43,767,0
90155,3.75,177000,53,37,749,0
90156,4.375,549000,71,36,724,0
90157,4.375,251000,95,39,768,0
90158,4.5,143000,93,39,687,0
90159,4.375,77000,45,36,714,0
90160,4.375,265000,75,37,728,0
90161,4.375,220000,79,45,699,0
90162,4.875,268000,64,31,662,0
90163,4.375,379000,66,39,801,0
90164,4.75,262000,72,43,702,0
90165,4.625,267000,80,28,667,0
90166,4.375,113000,75,37,667,0
90167,3.875,412000,57,40,762,0
90168,4.5,175000,65,37,790,0
90169,4.375,360000,33,49,788,0
90170,4.125,405000,58,42,762,0
90171,4.25,417000,80,19,798,0
90172,4.375,345000,71,39,750,0
90173,4.0,341000,49,11,812,0
90174,4.125,417000,51,38,775,0
90175,4.49,587000,65,27,783,0
90176,4.7,254000,50,44,683,0
90177,4.5,148000,59,25,790,0
90178,4.25,178000,69,47,678,0
90179,4.875,230000,57,34,708,0
90180,4.875,89000,77,28,699,0
90181,4.0,230000,85,41,769,0
90182,4.375,152000,52,31,682,0
90183,5.0,65000,35,43,788,0
90184,3.875,130000,51,34,759,0
90185,4.375,200000,43,14,816,0
90186,4.875,62000,40,32,643,1
90187,5.125,72000,80,27,681,0
90188,5.125,90000,75,41,649,1
90189,4.25,84000,74,39,717,0
90190,3.875,417000,37,45,706,0
90191,4.25,88000,75,40,766,0
90192,4.625,196000,68,39,777,0
90193,5.0,173000,73,43,647,0
90194,3.875,165000,55,27,645,0
90195,4.125,160000,62,31,790,0
90196,4.0,315000,79,24,782,0
90197,4.0,170000,68,29,737,0
90198,5.625,136000,80,33,650,1
90199,4.375,170000,47,30,640,0
90200,4.0,384000,80,22,808,0
90201,3.75,416000,44,37,784,0
90202,3.875,149000,87,37,769,0
90203,4.625,405000,65,45,642,1
90204,4.77,65000,39,43,737,0
90205,4.375,272000,80,39,685,0
90206,4.625,149000,57,40,638,0
90208,4.75,45000,62,29,625,0
90209,4.5,152000,80,45,703,0
90210,4.0,235000,36,32,772,0
90211,4.25,375000,63,45,753,0
90212,4.0,417000,38,48,704,0
90213,3.875,284000,31,42,782,0
90214,4.17,250000,85,27,751,0
90215,4.5,406000,80,44,728,0
90216,4.178,336000,48,20,807,0
90217,4.25,394000,72,50,703,0
90218,4.5,219000,77,31,782,0
90219,4.25,264000,80,33,756,0
90220,4.79,109000,80,27,718,0
90221,3.75,168000,80,44,718,1
90222,4.25,117000,45,22,770,0
90223,4.75,91000,65,38,646,0
90224,3.99,144000,48,30,811,0
90225,4.0,135000,74,42,776,0
90226,4.25,56000,59,45,716,0
90227,4.875,238000,80,25,678,0
90228,4.25,486000,77,32,774,0
90229,4.375,194000,72,40,786,0
90230,4.0,247000,68,16,768,0
90231,4.375,228000,72,34,747,0
90232,4.25,282000,67,45,653,0
90233,4.25,147000,52,17,816,0
90234,4.25,110000,61,37,717,0
90235,4.25,188000,89,22,700,0
90236,5.0,165000,45,40,660,0
90237,4.625,125000,76,17,683,0
90238,4.0,223000,80,20,794,0
90239,5.0,68000,80,33,682,0
90240,4.375,96000,57,40,698,0
90241,4.375,397000,80,22,726,0
90242,4.412,310000,42,37,658,0
90243,4.375,157000,53,37,691,0
90244,4.25,220000,29,40,766,0
90245,5.0,225000,75,24,665,1
90246,4.375,66000,86,41,769,1
90247,4.375,200000,77,32,738,0
90248,4.125,67000,67,24,713,1
90249,4.0,110000,58,29,817,0
90250,4.5,352000,77,38,737,0
90251,4.0,125000,59,25,724,0
90252,4.375,408000,80,44,802,0
90253,4.375,280000,73,43,690,0
90254,4.0,164000,54,45,792,0
90255,4.0,390000,36,6,786,0
90256,4.99,417000,76,43,663,0
90257,4.5,164000,69,34,664,0
90258,4.25,280000,70,36,703,0
90259,4.875,147000,74,26,679,0
90260,4.625,615000,80,43,799,0
90261,4.0,354000,55,44,770,0
90262,4.25,603000,61,26,809,0
90263,4.125,220000,65,45,778,0
90264,4.25,374000,80,23,737,0
90265,4.25,241000,76,27,785,0
90266,3.875,280000,75,37,796,0
90267,4.25,120000,56,17,816,0
90269,4.375,617000,77,36,767,0
90270,4.1,41000,69,22,804,0
90271,4.25,180000,72,39,649,0
90272,4.25,412000,78,12,814,0
90273,5.125,119000,75,35,641,0
90274,4.5,98000,40,28,769,0
90275,3.875,130000,80,34,754,0
90276,4.0,75000,25,31,803,0
90277,4.25,109000,78,34,765,0
90278,4.25,65000,47,27,739,0
90279,3.99,317000,69,49,816,0
90280,4.5,160000,41,35,653,0
90281,4.5,140000,85,23,711,0
90282,4.375,182000,73,38,761,0
90283,5.5,80000,80,28,672,0
90284,4.25,340000,74,45,765,0
90286,4.5,106000,80,43,739,1
90287,3.875,128000,80,33,736,0
90288,4.0,230000,77,14,814,0
90289,4.375,69000,69,33,739,1
90290,4.125,260000,80,23,788,0
90291,4.375,414000,80,40,794,0
90292,4.99,270000,83,26,690,0
90293,4.0,209000,57,33,787,0
90294,4.25,165000,46,37,701,0
90295,4.25,166000,34,37,682,0
90296,4.25,190000,50,30,772,0
90297,4.125,241000,85,39,752,0
90298,4.375,125000,37,37,640,0
90299,4.0,328000,70,39,728,0
90300,4.25,226000,80,18,742,0
90301,4.125,328000,80,32,704,0
90302,4.5,344000,74,45,655,0
90303,4.25,255000,85,35,725,0
90304,4.0,289000,75,38,786,0
90305,5.25,80000,85,16,797,0
90306,4.0,410000,77,46,704,0
90307,4.0,625000,28,20,695,0
90308,4.0,326000,80,39,746,0
90309,4.375,190000,71,13,785,0
90310,4.375,340000,80,30,757,0
90311,4.5,95000,64,45,814,0
90312,4.875,95000,65,27,621,0
90313,3.875,220000,80,40,751,0
90314,4.375,240000,80,45,707,1
90315,4.0,417000,44,26,816,0
90316,4.5,99000,73,43,771,0
90317,4.125,208000,28,34,755,0
90318,4.375,128000,80,37,697,0
90319,5.125,206000,74,44,654,0
90320,3.875,397000,73,45,806,0
90321,4.375,525000,30,29,741,0
90323,4.5,187000,80,26,786,0
90324,4.0,243000,58,33,802,0
90325,4.125,200000,43,43,772,0
90326,4.375,572000,52,18,776,0
90327,4.0,145000,73,23,774,0
90328,5.25,207000,70,37,694,0
90329,4.25,115000,95,24,754,0
90330,4.125,361000,85,37,792,0
90331,4.25,336000,74,27,701,0
90332,4.25,260000,79,27,753,0
90333,4.5,123000,88,35,795,0
90334,4.375,265000,80,30,791,0
90335,4.0,410000,62,26,816,0
90336,4.125,334000,65,28,678,0
90337,4.5,300000,78,28,722,0
90338,3.875,168000,80,35,787,0
90340,4.75,240000,73,38,704,0
90341,4.25,101000,66,33,709,0
90342,4.125,91000,80,29,824,0
90343,4.25,310000,52,43,643,0
90344,3.75,219000,77,27,751,1
90345,4.875,225000,70,35,694,0
90346,4.5,391000,88,35,694,0
90347,4.375,346000,73,16,741,0
90348,4.25,169000,80,19,687,0
90349,4.99,88000,80,37,690,1
90350,4.75,97000,84,35,749,0
90351,4.25,345000,79,27,732,0
90352,4.375,381000,62,40,703,0
90353,4.375,229000,70,28,677,0
90354,4.625,118000,63,34,719,0
90355,4.25,285000,95,37,741,0
90356,4.5,470000,74,29,712,0
90357,4.5,219000,76,36,690,1
90358,4.875,278000,85,32,678,0
90359,4.875,180000,88,43,754,0
90360,4.25,79000,64,37,645,0
90362,4.75,108000,75,29,689,0
90363,4.375,600000,80,20,770,0
90364,4.5,114000,80,38,730,0
90365,4.625,204000,85,44,687,0
90366,4.375,362000,69,36,687,0
90367,4.125,157000,44,44,785,0
90368,4.5,371000,75,28,676,0
90369,4.375,240000,49,20,746,0
90370,4.25,482000,90,41,740,1
90371,4.375,255000,58,44,669,0
90372,4.25,240000,80,23,744,0
90373,4.625,151000,80,32,672,0
90374,4.625,181000,67,35,707,0
90375,4.25,380000,80,23,738,0
90376,4.25,88000,80,18,778,0
90377,4.375,136000,49,43,677,0
90378,4.25,218000,88,31,557,0
90379,4.375,517000,49,30,800,0
90380,4.5,309000,93,29,783,0
90381,4.0,321000,51,17,801,0
90382,4.375,210000,80,40,675,0
90383,5.0,183000,55,43,657,0
90384,4.25,112000,80,34,752,0
90385,4.25,250000,53,42,689,0
90386,4.625,141000,78,45,678,0
90387,4.125,417000,65,49,722,0
90388,4.5,192000,80,45,753,1
90389,4.375,155000,43,42,811,0
90390,4.875,306000,80,42,770,0
90391,4.5,188000,86,30,752,1
90392,4.0,100000,31,34,688,0
90393,4.375,417000,70,41,668,0
90394,4.625,318000,95,36,798,0
90395,4.25,164000,80,28,681,0
90396,4.25,117000,56,19,820,0
90397,3.75,166000,57,38,716,0
90398,4.25,417000,54,40,709,0
90399,4.375,160000,70,19,725,0
90400,4.0,514000,70,44,698,0
90401,4.0,407000,44,45,737,0
90402,4.375,315000,79,23,706,0
90403,5.0,143000,70,26,672,0
90404,4.5,417000,76,30,695,0
90405,4.375,417000,63,49,656,0
90406,3.75,325000,56,31,704,0
90407,4.375,156000,88,35,759,1
90408,4.0,416000,80,30,740,0
90409,4.375,191000,77,35,755,0
90410,4.125,108000,68,22,716,1
90411,3.75,417000,50,27,679,0
90412,4.25,436000,40,28,767,0
90413,4.75,56000,80,40,756,1
90414,4.125,312000,95,44,788,0
90415,4.0,258000,42,42,704,0
90416,3.875,101000,36,40,701,0
90417,4.375,256000,90,41,705,0
90418,4.99,480000,80,42,708,0
90419,4.375,416000,66,44,672,0
90420,5.375,112000,80,44,680,0
90421,4.5,119000,85,31,819,1
90422,4.875,489000,58,32,723,0
90423,4.375,417000,78,44,671,0
90424,4.375,133000,79,26,757,0
90425,4.25,564000,50,35,759,0
90426,4.875,64000,80,39,645,0
90427,4.5,124000,64,44,656,0
90428,4.375,131000,16,21,780,0
90429,4.625,188000,80,41,745,0
90430,3.875,149000,73,39,680,1
90431,4.25,72000,77,34,714,1
90432,4.875,385000,79,35,693,0
90433,4.375,169000,80,28,803,1
90434,4.375,220000,66,30,664,0
90435,4.125,267000,89,14,770,0
90436,4.5,174000,80,26,665,0
90437,4.5,520000,73,37,759,0
90438,3.875,225000,65,40,772,0
90439,4.375,400000,67,24,696,0
90440,4.375,140000,42,45,737,0
90442,4.25,76000,78,29,656,0
90443,4.5,360000,54,39,735,0
90444,4.0,241000,73,34,740,0
90445,4.0,59000,45,35,718,0
90446,4.375,400000,80,42,712,0
90447,4.375,195000,70,30,724,0
90448,3.875,130000,83,28,807,0
90449,3.75,362000,78,25,780,0
90450,4.25,344000,44,29,718,0
90451,4.5,121000,80,33,681,0
90452,4.0,464000,80,44,775,0
90453,5.125,222000,75,44,688,0
90455,4.375,417000,70,34,738,1
90457,4.625,382000,79,31,788,0
90458,4.875,162000,74,37,644,0
90459,4.25,417000,76,33,729,0
90460,4.25,326000,80,41,770,0
90461,4.375,100000,79,32,708,1
90462,4.5,154000,80,41,780,0
90463,4.625,409000,63,24,684,0
90464,4.375,144000,85,24,686,0
90465,4.25,346000,80,27,754,0
90466,4.5,118000,70,43,727,1
90467,4.125,182000,66,28,722,0
90468,4.375,83000,52,23,739,0
90469,4.375,72000,80,32,725,0
90470,4.75,64000,80,32,732,0
90471,4.5,117000,78,33,749,0
90472,4.25,395000,34,13,769,0
90473,3.875,248000,40,23,806,0
90474,5.375,93000,70,37,725,0
90475,4.0,165000,77,29,769,0
90476,4.875,138000,60,44,649,1
90477,4.0,107000,54,44,700,0
90478,4.5,129000,70,38,692,0
90479,4.25,204000,83,34,784,0
90480,3.875,277000,70,12,783,0
90481,3.755,320000,31,45,746,0
90482,4.5,320000,80,41,677,0
90483,4.25,223000,66,45,733,0
90484,4.375,244000,58,34,751,0
90485,4.25,300000,69,21,759,0
90486,3.875,203000,54,38,675,0
90487,3.875,123000,66,37,630,0
90488,4.125,99000,66,32,726,0
90489,4.125,74000,87,45,699,1
90490,4.0,84000,80,44,695,1
90491,4.5,68000,90,33,809,1
90492,4.25,402000,79,33,728,0
90493,4.25,267000,31,23,762,0
90494,4.25,139000,75,39,726,0
90495,4.25,179000,77,32,700,0
90496,4.0,131000,91,26,779,0
90497,4.0,168000,80,30,769,0
90498,4.25,268000,67,43,725,0
90499,4.5,104000,75,44,691,0
90500,4.75,312000,80,42,794,0
90501,3.875,207000,73,41,780,0
90502,4.625,150000,47,34,745,0
90503,4.25,203000,77,35,741,0
90504,4.875,86000,67,44,641,0
90505,4.0,309000,79,33,692,0
90506,5.125,240000,80,45,670,1
90507,3.875,70000,53,27,773,0
90508,4.375,67000,77,39,794,1
90509,4.0,177000,37,36,808,0
90510,3.875,275000,59,26,791,0
90511,3.99,196000,36,27,770,0
90512,3.96,229000,80,36,697,0
90513,4.375,205000,55,45,725,0
90514,4.375,137000,43,40,668,0
90516,4.375,168000,72,23,729,0
90517,4.375,210000,79,45,760,0
90518,5.125,234000,75,41,643,1
90519,4.25,367000,87,44,700,0
90520,4.0,143000,85,43,786,0
90521,4.125,140000,80,33,782,1
90522,4.0,72000,60,15,641,0
90523,4.25,149000,75,20,680,0
90524,4.5,370000,75,45,774,0
90525,4.0,375000,74,41,787,1
90526,3.875,399000,65,32,768,0
90527,4.75,369000,73,40,677,0
90528,3.75,308000,80,20,790,0
90529,4.0,340000,80,37,764,0
90530,4.125,297000,94,23,682,1
90531,4.25,180000,75,22,733,0
90532,4.375,133000,83,43,800,0
90533,4.5,85000,80,43,739,0
90534,4.125,126000,91,26,732,0
90535,4.0,361000,52,31,680,0
90536,3.875,180000,36,25,729,0
90537,4.375,142000,80,34,810,1
90538,4.25,212000,64,46,790,0
90539,4.125,401000,75,41,803,0
90540,4.5,152000,95,33,768,0
90541,4.0,72000,55,40,762,0
90542,4.625,92000,63,24,662,0
90543,4.375,286000,87,35,676,0
90544,4.5,320000,80,21,706,0
90545,4.25,260000,78,45,723,0
90546,4.0,417000,38,30,741,0
90547,4.625,183000,80,39,698,0
90548,3.875,303000,55,34,791,0
90549,4.25,331000,87,32,686,0
90550,4.0,77000,90,32,787,1
90551,4.375,280000,78,31,791,0
90552,4.625,52000,58,29,621,1
90553,4.125,106000,37,44,800,0
90554,4.125,67000,34,27,790,0
90555,4.25,130000,92,38,779,0
90556,4.375,225000,42,34,705,0
90557,4.125,102000,80,40,755,0
90558,4.0,100000,80,22,755,1
90559,4.25,260000,64,31,743,0
90560,4.25,260000,79,30,798,0
90561,4.0,192000,80,22,795,0
90562,4.25,193000,72,32,708,0
90563,4.125,304000,80,32,749,0
90564,4.25,110000,80,9,823,0
90565,4.0,417000,50,33,750,0
90566,4.25,386000,65,25,711,0
90567,3.875,280000,50,43,723,0
90568,4.25,264000,48,38,781,0
90569,3.875,370000,48,18,732,0
90570,5.0,145000,80,36,679,0
90571,4.5,317000,80,32,705,0
90572,4.375,186000,77,14,779,0
90573,4.0,270000,42,16,763,0
90574,3.875,395000,70,30,746,0
90575,4.5,286000,73,36,647,0
90576,4.0,184000,80,14,746,0
90577,4.875,164000,94,16,783,0
90578,4.5,37000,40,24,778,0
90579,5.125,148000,78,36,697,0
90580,4.875,252000,89,41,658,0
90581,4.625,417000,79,38,742,0
90582,4.0,394000,79,37,794,0
90583,4.25,220000,49,23,671,1
90584,4.0,80000,95,28,761,0
90585,4.0,407000,79,32,765,0
90586,4.0,145000,33,20,806,0
90587,4.75,624000,78,40,780,0
90588,4.49,265000,34,45,716,0
90589,4.5,341000,89,35,691,0
90590,4.0,31000,42,25,791,1
90591,4.0,148000,80,44,799,0
90592,4.125,136000,85,28,730,0
90593,4.375,304000,39,32,813,0
90594,4.375,370000,44,28,668,0
90595,3.875,74000,73,31,776,0
90596,4.25,112000,90,39,752,0
90597,4.25,130000,60,27,802,0
90598,4.0,310000,18,34,729,0
90599,3.75,84000,62,26,673,0
90600,4.125,157000,95,32,746,0
90601,3.875,206000,83,21,758,0
90602,4.0,59000,36,41,700,0
90603,4.5,108000,80,28,808,0
90604,4.375,150000,54,13,636,0
90605,4.0,417000,53,44,712,0
90606,4.125,243000,45,20,762,0
90607,4.0,400000,80,25,708,0
90609,4.125,230000,80,31,690,0
90610,3.875,404000,45,27,720,0
90611,4.375,272000,80,41,697,0
90612,4.0,280000,80,42,736,1
90613,4.0,194000,80,29,791,0
90614,4.5,272000,87,35,675,0
90615,4.5,351000,65,20,788,0
90616,4.375,132000,85,42,742,0
90617,4.75,124000,79,30,715,0
90618,4.0,104000,80,34,666,1
90619,4.25,244000,80,29,724,0
90620,4.125,202000,80,24,773,0
90621,4.875,100000,80,43,666,0
90622,4.25,150000,38,36,790,0
90623,4.25,83000,51,48,704,0
90624,4.875,144000,71,41,650,0
90625,4.0,114000,79,44,754,0
90626,3.875,162000,77,45,739,0
90627,4.625,269000,89,39,726,1
90628,4.375,309000,80,37,766,0
90629,4.375,235000,71,36,703,0
90630,4.25,256000,80,39,778,0
90631,4.25,345000,70,31,650,0
90632,4.25,119000,62,45,712,0
90633,4.75,200000,40,22,807,0
90634,3.875,412000,30,42,779,0
90635,4.0,87000,87,22,749,0
90636,4.0,151000,75,38,714,0
90637,4.0,330000,78,27,782,0
90638,3.99,417000,50,44,739,0
90639,4.375,92000,59,31,783,0
90640,4.5,82000,80,40,658,0
90641,4.0,92000,80,36,767,0
90642,4.25,66000,80,21,710,1
90643,4.125,101000,61,27,781,0
90644,4.25,122000,70,43,808,0
90645,4.0,210000,52,39,806,0
90646,4.5,367000,74,47,695,0
90647,3.875,105000,68,32,816,0
90648,4.75,297000,80,42,679,0
90649,4.375,132000,75,45,781,0
90650,4.0,92000,84,40,730,0
90651,4.25,160000,73,27,760,0
90652,3.875,62000,48,43,743,0
90653,4.75,246000,80,43,680,1
90654,4.125,310000,53,42,738,0
90655,4.375,110000,80,36,713,0
90656,4.875,144000,80,36,748,0
90657,4.5,228000,80,28,706,0
90658,3.875,335000,64,25,810,0
90659,4.375,132000,67,45,751,0
90660,4.0,250000,80,33,722,0
90661,4.0,180000,71,31,781,0
90662,4.125,325000,73,44,783,0
90663,4.25,165000,80,26,770,0
90664,4.0,181000,25,30,761,0
90665,4.0,300000,60,33,750,0
90666,4.24,138000,95,42,718,0
