ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
60936,7,2) $100 - $200,152.93,1,0,Surburban,0,Web,No E-Mail,6,0,0.9972
60937,2,2) $100 - $200,116.75,1,0,Urban,0,Web,Womens E-Mail,4,0,0.9441
60938,2,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,6,0,0.9842
60939,9,1) $0 - $100,38.23,1,0,Urban,1,Web,No E-Mail,6,0,0.9991
60940,2,4) $350 - $500,426.52,0,1,Urban,0,Web,Womens E-Mail,1,1,0.8034
60941,10,5) $500 - $750,749.2,1,1,Urban,1,Phone,Womens E-Mail,5,0,0.9219
60942,3,1) $0 - $100,46,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.728
60943,7,4) $350 - $500,429.46,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.6874
60944,2,3) $200 - $350,205.54,0,1,Urban,0,Web,No E-Mail,5,0,0.7564
60945,10,1) $0 - $100,48.14,1,0,Urban,1,Phone,No E-Mail,6,0,0.9995
60946,1,3) $200 - $350,211.19,0,1,Rural,0,Web,Womens E-Mail,1,1,0.7949
60947,2,4) $350 - $500,408.8,0,1,Urban,0,Multichannel,Mens E-Mail,3,1,0.907
60948,5,3) $200 - $350,213.9,1,1,Urban,1,Web,Womens E-Mail,5,0,0.8758
60949,3,3) $200 - $350,254.97,1,0,Urban,1,Multichannel,Mens E-Mail,2,1,0.5661
60950,7,3) $200 - $350,345.74,0,1,Urban,1,Phone,No E-Mail,5,0,0.9748
60951,5,2) $100 - $200,151.91,1,0,Urban,1,Web,Womens E-Mail,4,0,0.989
60952,1,4) $350 - $500,451.07,1,0,Urban,0,Multichannel,Womens E-Mail,4,1,0.5205
60953,7,2) $100 - $200,175.92,0,1,Urban,1,Web,No E-Mail,5,0,0.9838
60954,7,4) $350 - $500,356.6,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.6266
60955,8,3) $200 - $350,299.93,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.8641
60956,1,3) $200 - $350,214.7,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.6014
60957,5,3) $200 - $350,298.48,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9832
60958,4,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.8828
60959,7,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,5,0,0.9835
60960,11,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6,0,0.9996
60961,3,1) $0 - $100,45.87,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9785
60962,6,3) $200 - $350,228.79,0,1,Urban,1,Web,Mens E-Mail,3,0,0.7739
60963,2,"7) $1,000 +",1552.79,1,1,Surburban,1,Multichannel,No E-Mail,11,1,1
60964,11,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,2,0,0.9811
60965,10,1) $0 - $100,54.5,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.978
60966,3,3) $200 - $350,249.61,0,1,Rural,1,Web,No E-Mail,5,0,0.643
60967,6,2) $100 - $200,155.75,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.9282
60968,9,3) $200 - $350,216.56,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9929
60969,2,3) $200 - $350,260.81,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.8732
60970,10,2) $100 - $200,182.25,0,1,Urban,1,Phone,No E-Mail,5,0,0.9955
60971,7,2) $100 - $200,171.61,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.9191
60972,6,1) $0 - $100,93.13,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.8914
60973,10,3) $200 - $350,248.05,1,0,Rural,1,Multichannel,Mens E-Mail,2,0,0.7412
60974,1,"7) $1,000 +",1374.91,1,1,Surburban,1,Multichannel,Mens E-Mail,5,1,1
60975,6,3) $200 - $350,229.73,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9759
60976,1,1) $0 - $100,70.73,0,1,Urban,0,Web,Womens E-Mail,1,0,0.6307
60977,3,5) $500 - $750,744.72,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.7906
60978,1,1) $0 - $100,76.58,1,0,Urban,1,Phone,No E-Mail,6,0,0.9924
60979,2,3) $200 - $350,212.58,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.9603
60980,6,3) $200 - $350,304.09,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.6008
60981,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.9854
60982,1,4) $350 - $500,493.48,0,1,Surburban,1,Multichannel,No E-Mail,5,1,0.6382
60983,7,2) $100 - $200,117.65,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.9305
60984,8,1) $0 - $100,30.15,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.9791
60985,11,"6) $750 - $1,000",767.98,0,1,Rural,1,Multichannel,No E-Mail,5,1,0.9104
60986,8,2) $100 - $200,101.74,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9823
60987,9,3) $200 - $350,228,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9635
60988,1,5) $500 - $750,628.15,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.7277
60989,12,3) $200 - $350,204.22,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.966
60990,3,1) $0 - $100,93.54,1,0,Surburban,0,Phone,No E-Mail,6,0,0.9913
60991,11,1) $0 - $100,39.26,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.9832
60992,3,2) $100 - $200,150.18,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.8367
60993,6,1) $0 - $100,29.99,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.98
60994,2,5) $500 - $750,565.12,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.7232
60995,10,4) $350 - $500,389.23,1,0,Urban,0,Phone,No E-Mail,6,0,0.9937
60996,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.978
60997,5,3) $200 - $350,330.44,1,0,Rural,0,Multichannel,Womens E-Mail,4,0,0.8203
60998,7,3) $200 - $350,271.97,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.9116
60999,5,2) $100 - $200,150.02,0,1,Rural,0,Phone,Mens E-Mail,3,0,0.7444
61000,12,1) $0 - $100,48.24,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.9812
61001,2,3) $200 - $350,284.97,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.8563
61002,2,4) $350 - $500,449.49,1,0,Rural,1,Web,Womens E-Mail,4,1,0.5008
61003,9,4) $350 - $500,479.08,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.5828
61004,3,5) $500 - $750,623.62,1,1,Urban,1,Phone,Womens E-Mail,5,0,0.5838
61005,4,3) $200 - $350,320.91,0,1,Surburban,0,Phone,No E-Mail,5,0,0.9231
61006,4,2) $100 - $200,149.44,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.7929
61007,3,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9785
61008,7,3) $200 - $350,348.78,0,1,Rural,1,Phone,No E-Mail,5,0,0.9295
61009,6,1) $0 - $100,30.77,0,1,Rural,1,Web,Mens E-Mail,3,0,0.7282
61010,5,3) $200 - $350,336.42,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.8223
61011,5,1) $0 - $100,59.4,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9892
61012,5,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.9982
61013,8,2) $100 - $200,104.79,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9964
61014,2,5) $500 - $750,644.66,1,1,Urban,1,Multichannel,Mens E-Mail,5,1,0.7827
61015,4,1) $0 - $100,98.5,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.8387
61016,6,4) $350 - $500,353.69,1,1,Urban,0,Web,Mens E-Mail,5,1,0.5236
61017,3,2) $100 - $200,163.25,0,1,Surburban,0,Web,No E-Mail,5,0,0.8898
61018,1,2) $100 - $200,105.11,0,1,Rural,0,Web,Womens E-Mail,1,1,0.6217
61019,6,2) $100 - $200,197.04,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.8364
61020,3,4) $350 - $500,359.29,0,1,Surburban,0,Phone,Mens E-Mail,3,1,0.7444
61021,1,3) $200 - $350,264.45,0,1,Surburban,0,Multichannel,Mens E-Mail,3,1,0.7716
61022,2,4) $350 - $500,361.9,0,1,Urban,1,Web,No E-Mail,5,0,0.5815
61023,3,1) $0 - $100,80.56,1,0,Surburban,0,Web,No E-Mail,6,0,0.9859
61024,11,2) $100 - $200,178.16,0,1,Surburban,0,Phone,No E-Mail,5,0,0.997
61025,12,1) $0 - $100,68.25,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9976
61026,7,2) $100 - $200,103.34,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.9541
61027,9,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.9483
61028,8,5) $500 - $750,674.71,1,0,Urban,1,Phone,No E-Mail,6,0,0.996
61029,1,"7) $1,000 +",1172.27,1,0,Surburban,1,Multichannel,Mens E-Mail,2,1,1
61030,6,1) $0 - $100,83.71,1,0,Urban,0,Web,Mens E-Mail,2,0,0.8629
61031,2,3) $200 - $350,309.05,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.9577
61032,3,3) $200 - $350,309.67,1,0,Urban,0,Web,Mens E-Mail,2,1,0.5448
61033,9,3) $200 - $350,296.23,1,0,Urban,0,Web,No E-Mail,6,0,0.9968
61034,11,1) $0 - $100,76.56,1,0,Urban,0,Web,No E-Mail,6,0,0.9994
61035,3,1) $0 - $100,45.86,1,0,Urban,1,Web,No E-Mail,6,0,0.9908
61036,8,1) $0 - $100,30.07,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.9684
61037,2,5) $500 - $750,661.16,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.7828
61038,12,2) $100 - $200,148.97,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.9888
61039,3,2) $100 - $200,131.61,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.76
61040,2,"7) $1,000 +",1501.34,0,1,Surburban,1,Web,No E-Mail,5,1,1
61041,5,2) $100 - $200,143.33,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.9121
61042,3,2) $100 - $200,141.9,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9669
61043,8,5) $500 - $750,550.05,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.878
61044,5,2) $100 - $200,102.97,1,0,Urban,0,Phone,No E-Mail,6,0,0.9973
61045,1,"7) $1,000 +",1018.3,1,0,Surburban,1,Multichannel,Womens E-Mail,4,1,0.9999
61046,1,3) $200 - $350,302.45,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.8489
61047,1,2) $100 - $200,160.94,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.7563
61048,5,2) $100 - $200,114.81,0,1,Urban,1,Web,No E-Mail,5,0,0.9751
61049,11,3) $200 - $350,250.22,0,1,Urban,1,Web,Womens E-Mail,1,0,0.975
61050,10,5) $500 - $750,531.37,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9765
61051,12,2) $100 - $200,164.82,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9984
61052,5,5) $500 - $750,608.53,1,1,Surburban,1,Web,Womens E-Mail,5,0,0.7303
61053,5,1) $0 - $100,67.62,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.9396
61054,1,1) $0 - $100,53.87,0,1,Urban,0,Phone,No E-Mail,5,0,0.9057
61055,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,5,0,0.997
61056,6,2) $100 - $200,177.84,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.8786
61057,3,"6) $750 - $1,000",931.72,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.9969
61058,8,2) $100 - $200,169.36,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9977
61059,9,2) $100 - $200,129.61,0,1,Rural,1,Web,No E-Mail,5,0,0.9787
61060,11,1) $0 - $100,60.87,1,0,Urban,0,Web,No E-Mail,6,0,0.9994
61061,1,4) $350 - $500,399.28,1,0,Surburban,0,Multichannel,Mens E-Mail,2,1,0.9041
61062,7,2) $100 - $200,108.36,1,0,Surburban,1,Web,No E-Mail,6,0,0.9982
61063,3,4) $350 - $500,469.81,0,1,Surburban,0,Multichannel,No E-Mail,5,1,0.6589
61064,11,3) $200 - $350,237.38,1,1,Surburban,1,Phone,Womens E-Mail,5,0,0.9893
61065,12,3) $200 - $350,239.61,0,1,Urban,1,Web,No E-Mail,5,0,0.9911
61066,1,3) $200 - $350,222.8,1,1,Urban,0,Web,Womens E-Mail,5,0,0.5234
61067,8,1) $0 - $100,63.72,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.9495
61068,4,3) $200 - $350,289.46,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.7198
61069,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.9552
61070,10,3) $200 - $350,258.73,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9953
61071,6,1) $0 - $100,99.5,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.8852
61072,7,2) $100 - $200,107.54,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.9496
61073,1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.6478
61074,4,5) $500 - $750,688.75,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.841
61075,11,2) $100 - $200,149.79,0,1,Urban,1,Web,Mens E-Mail,3,0,0.9851
61076,5,3) $200 - $350,332.71,0,1,Urban,1,Phone,No E-Mail,5,0,0.9613
61077,11,1) $0 - $100,43.02,0,1,Rural,1,Phone,No E-Mail,5,0,0.9943
61078,6,1) $0 - $100,78.27,0,1,Urban,0,Web,Mens E-Mail,3,0,0.8365
61079,1,"6) $750 - $1,000",972.3,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.9979
61080,10,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.998
61081,6,4) $350 - $500,365.91,0,1,Urban,0,Web,Womens E-Mail,1,1,0.5189
61082,3,5) $500 - $750,632.91,0,1,Urban,1,Web,Mens E-Mail,3,1,0.7082
61083,1,1) $0 - $100,74.39,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.6616
61084,1,1) $0 - $100,45.57,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.7067
61085,11,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.9987
61086,3,2) $100 - $200,137.59,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.8388
61087,1,5) $500 - $750,523.99,0,1,Surburban,1,Multichannel,No E-Mail,5,0,0.5031
61088,5,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.9199
61089,3,3) $200 - $350,260.66,0,1,Urban,0,Multichannel,Mens E-Mail,3,1,0.7114
61090,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.9889
61091,6,4) $350 - $500,395.03,0,1,Urban,0,Web,No E-Mail,5,0,0.7565
61092,12,2) $100 - $200,130.84,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.9829
61093,2,5) $500 - $750,500.35,1,1,Urban,1,Web,Womens E-Mail,5,1,0.5185
61094,8,3) $200 - $350,258.4,1,0,Urban,0,Phone,No E-Mail,6,0,0.9979
61095,12,1) $0 - $100,57.59,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.9906
61096,9,2) $100 - $200,154.22,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.995
61097,10,1) $0 - $100,58.76,0,1,Urban,1,Web,No E-Mail,5,0,0.9925
61098,1,"6) $750 - $1,000",938.37,1,1,Surburban,1,Phone,Womens E-Mail,5,1,0.9937
61099,1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.7066
61100,4,1) $0 - $100,31.62,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9905
61101,5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9929
61102,5,1) $0 - $100,57.31,0,1,Urban,0,Web,Womens E-Mail,1,0,0.8771
61103,5,3) $200 - $350,211.52,1,1,Surburban,0,Web,Mens E-Mail,5,0,0.7511
61104,3,2) $100 - $200,158.09,0,1,Rural,0,Web,Mens E-Mail,3,1,0.6339
61105,8,4) $350 - $500,380.12,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.7618
61106,9,4) $350 - $500,489.09,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.5794
61107,1,"6) $750 - $1,000",832.86,1,0,Urban,1,Web,Womens E-Mail,4,1,0.9721
61108,4,4) $350 - $500,362.25,0,1,Surburban,0,Multichannel,Mens E-Mail,3,1,0.7829
61109,2,3) $200 - $350,289.43,1,1,Rural,0,Web,Mens E-Mail,5,1,0.7798
61110,10,1) $0 - $100,43.55,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.9246
61111,8,3) $200 - $350,230.37,0,1,Urban,1,Web,No E-Mail,5,0,0.9804
61112,2,1) $0 - $100,33.24,0,1,Urban,0,Phone,No E-Mail,5,0,0.9195
61113,9,2) $100 - $200,191.88,0,1,Surburban,1,Phone,No E-Mail,5,0,0.9953
61114,9,5) $500 - $750,607.26,1,1,Urban,1,Web,Womens E-Mail,5,0,0.9043
61115,2,2) $100 - $200,148.34,1,0,Rural,0,Web,Mens E-Mail,2,1,0.6146
61116,11,5) $500 - $750,516.81,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.993
61117,9,1) $0 - $100,99.06,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.9634
61118,3,5) $500 - $750,513.15,1,1,Surburban,1,Phone,Mens E-Mail,5,0,0.5243
61119,6,2) $100 - $200,191.76,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.9407
61120,10,2) $100 - $200,187.81,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.9729
61121,10,1) $0 - $100,99.44,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.9663
61122,10,3) $200 - $350,270.2,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.9252
61123,1,4) $350 - $500,388.27,0,1,Surburban,0,Phone,No E-Mail,5,0,0.5446
61124,1,4) $350 - $500,415.67,0,1,Urban,0,Web,No E-Mail,5,1,0.5811
61125,11,1) $0 - $100,43.72,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9932
61126,9,1) $0 - $100,95.84,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.9737
61127,1,5) $500 - $750,548.07,0,1,Urban,1,Phone,Mens E-Mail,3,1,0.635
61128,5,1) $0 - $100,99.82,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.8335
61129,7,4) $350 - $500,438.46,0,1,Urban,0,Web,Mens E-Mail,3,1,0.5122
61130,2,1) $0 - $100,79.11,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.9759
61131,10,2) $100 - $200,193.5,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.9823
61132,7,5) $500 - $750,520.13,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.9383
61133,9,1) $0 - $100,39.24,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.9756
61134,5,1) $0 - $100,67.71,1,0,Urban,1,Web,Mens E-Mail,2,0,0.9054
61135,2,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.5884
61136,2,2) $100 - $200,135.56,1,0,Urban,1,Web,Womens E-Mail,4,0,0.9626
61137,4,5) $500 - $750,636.04,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.9277
61138,8,3) $200 - $350,224.82,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.959
61139,6,1) $0 - $100,62.8,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.9212
61140,3,5) $500 - $750,672.24,0,1,Rural,1,Web,Womens E-Mail,1,1,0.845
61141,3,"7) $1,000 +",1273.41,1,1,Urban,1,Phone,No E-Mail,11,1,1
61142,5,4) $350 - $500,413.44,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.5003
61143,3,3) $200 - $350,246.55,0,1,Urban,1,Multichannel,No E-Mail,5,0,0.7523
61144,3,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.9908
61145,10,2) $100 - $200,173.51,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9844
61146,7,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.9955
61147,9,3) $200 - $350,232.49,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.9869
61148,7,1) $0 - $100,33.04,0,1,Urban,1,Web,Mens E-Mail,3,0,0.9246
61149,5,2) $100 - $200,153.23,0,1,Rural,1,Web,No E-Mail,5,0,0.9299
61150,9,"7) $1,000 +",1115.36,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.9999
61151,1,"6) $750 - $1,000",915.45,1,0,Surburban,1,Web,Womens E-Mail,4,1,0.9777
61152,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.9837
61153,12,3) $200 - $350,226.39,1,0,Urban,0,Web,Womens E-Mail,4,0,0.9941
61154,2,1) $0 - $100,51.02,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.9415
61155,2,3) $200 - $350,334.05,0,1,Urban,1,Phone,No E-Mail,5,0,0.8758
61156,10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,6,0,0.9995
61157,10,1) $0 - $100,83.86,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.9969
61158,6,3) $200 - $350,288.12,1,1,Urban,0,Web,Womens E-Mail,5,0,0.8156
61159,1,5) $500 - $750,650.18,0,1,Urban,1,Multichannel,No E-Mail,5,1,0.5482
61160,7,1) $0 - $100,81.85,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.9927
61161,9,3) $200 - $350,331.02,1,1,Urban,0,Web,No E-Mail,11,0,0.5087
61162,1,2) $100 - $200,117.45,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.9581
61163,1,3) $200 - $350,282.64,0,1,Urban,1,Web,No E-Mail,5,0,0.792
61164,1,1) $0 - $100,89.38,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.9714
61165,1,3) $200 - $350,261.86,0,1,Surburban,1,Web,Mens E-Mail,3,1,0.5595
61166,3,2) $100 - $200,191.14,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.9659
61167,9,1) $0 - $100,39.62,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.9702
61168,11,3) $200 - $350,238.36,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.997
61169,1,1) $0 - $100,81.48,0,1,Surburban,0,Phone,No E-Mail,5,0,0.9046
61170,3,"7) $1,000 +",1064.2,1,1,Surburban,1,Multichannel,Mens E-Mail,5,1,1
61171,5,2) $100 - $200,166.33,1,0,Urban,0,Web,No E-Mail,6,0,0.9956
61172,7,5) $500 - $750,600.18,0,1,Surburban,1,Web,No E-Mail,5,0,0.9109
61173,2,1) $0 - $100,81.9,0,1,Urban,0,Phone,No E-Mail,5,0,0.9193
61174,10,4) $350 - $500,375.7,1,0,Urban,0,Phone,No E-Mail,6,0,0.9938
61175,9,1) $0 - $100,85.35,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.9755
61176,9,1) $0 - $100,63.47,1,0,Urban,1,Web,No E-Mail,6,0,0.9991
61177,1,3) $200 - $350,288.8,1,0,Surburban,1,Multichannel,No E-Mail,6,0,0.9503
61178,4,5) $500 - $750,542.69,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.5319
61179,10,3) $200 - $350,223.65,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.9512
